target,t_acc,query,q_acc,evalue,score,sample,contig,query_type,gene_id
3300002835_assembled_B570J40625_100006411_3,-,MCP_5,-,1.5e-20,70.1,all,3300002835_assembled_B570J40625_100006411,MCP,all_3300002835_assembled_B570J40625_100006411_vph_3
3300002835_assembled_B570J40625_100005612_17,-,MCP_5,-,1.3e-19,67,all,3300002835_assembled_B570J40625_100005612,MCP,all_3300002835_assembled_B570J40625_100005612_vph_17
3300010885_assembled_Ga0133913_10027335_6,-,MCP_5,-,1.7e-18,63.4,all,3300010885_assembled_Ga0133913_10027335,MCP,all_3300010885_assembled_Ga0133913_10027335_vph_6
3300010413_assembled_Ga0136851_10008908_3,-,MCP_5,-,2.3e-18,62.9,all,3300010413_assembled_Ga0136851_10008908,MCP,all_3300010413_assembled_Ga0136851_10008908_vph_3
3300010885_assembled_Ga0133913_10011061_25,-,MCP_5,-,2.4e-18,62.8,all,3300010885_assembled_Ga0133913_10011061,MCP,all_3300010885_assembled_Ga0133913_10011061_vph_25
3300007734_assembled_Ga0104986_1721_22,-,MCP_5,-,9.5e-18,60.8,all,3300007734_assembled_Ga0104986_1721,MCP,all_3300007734_assembled_Ga0104986_1721_vph_22
3300010885_assembled_Ga0133913_10011061_25,-,MCP_6,-,1.9e-234,776.4,all,3300010885_assembled_Ga0133913_10011061,MCP,all_3300010885_assembled_Ga0133913_10011061_vph_25
3300009500_assembled_Ga0116229_10007006_18,-,MCP_6,-,2.4e-40,135.6,all,3300009500_assembled_Ga0116229_10007006,MCP,all_3300009500_assembled_Ga0116229_10007006_vph_18
3300010885_assembled_Ga0133913_10010443_8,-,MCP_6,-,8.9e-39,130.4,all,3300010885_assembled_Ga0133913_10010443,MCP,all_3300010885_assembled_Ga0133913_10010443_vph_8
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_13,-,MCP_6,-,2e-38,129.2,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,MCP,all_3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_vph_13
3300028413_assembled_Ga0306870_1000093_9,-,MCP_6,-,1.5e-37,126.3,all,3300028413_assembled_Ga0306870_1000093,MCP,all_3300028413_assembled_Ga0306870_1000093_vph_9
3300027708_assembled_Ga0209188_1000973_21,-,MCP_6,-,1.3e-36,123.2,all,3300027708_assembled_Ga0209188_1000973,MCP,all_3300027708_assembled_Ga0209188_1000973_vph_21
3300010354_assembled_Ga0129333_10000799_16,-,MCP_6,-,2.5e-36,122.3,all,3300010354_assembled_Ga0129333_10000799,MCP,all_3300010354_assembled_Ga0129333_10000799_vph_16
3300010885_assembled_Ga0133913_10012712_4,-,MCP_6,-,3.4e-36,121.8,all,3300010885_assembled_Ga0133913_10012712,MCP,all_3300010885_assembled_Ga0133913_10012712_vph_4
3300007734_assembled_Ga0104986_1721_23,-,MCP_6,-,3.9e-36,121.7,all,3300007734_assembled_Ga0104986_1721,MCP,all_3300007734_assembled_Ga0104986_1721_vph_23
OL828819.1_19,-,MCP_6,-,5.3e-36,121.2,all,OL828819.1,MCP,all_OL828819.1_vph_19
3300025646_assembled_Ga0208161_1000494_20,-,MCP_6,-,1.2e-35,120.1,all,3300025646_assembled_Ga0208161_1000494,MCP,all_3300025646_assembled_Ga0208161_1000494_vph_20
3300009180_assembled_Ga0114979_10000767_5,-,MCP_6,-,1.7e-35,119.5,all,3300009180_assembled_Ga0114979_10000767,MCP,all_3300009180_assembled_Ga0114979_10000767_vph_5
3300009684_assembled_Ga0114958_10000782_25,-,MCP_6,-,3.9e-35,118.3,all,3300009684_assembled_Ga0114958_10000782,MCP,all_3300009684_assembled_Ga0114958_10000782_vph_25
3300010334_assembled_Ga0136644_10000572_31,-,MCP_6,-,8.3e-35,117.3,all,3300010334_assembled_Ga0136644_10000572,MCP,all_3300010334_assembled_Ga0136644_10000572_vph_31
3300017963_assembled_Ga0180437_10003822_12,-,MCP_6,-,2e-34,116,all,3300017963_assembled_Ga0180437_10003822,MCP,all_3300017963_assembled_Ga0180437_10003822_vph_12
3300025736_assembled_Ga0207997_1001135_10,-,MCP_6,-,2.6e-34,115.6,all,3300025736_assembled_Ga0207997_1001135,MCP,all_3300025736_assembled_Ga0207997_1001135_vph_10
3300029911_assembled_Ga0311361_10011007_2,-,MCP_6,-,3.1e-34,115.3,all,3300029911_assembled_Ga0311361_10011007,MCP,all_3300029911_assembled_Ga0311361_10011007_vph_2
MG807318.2_12,-,MCP_6,-,5.2e-34,114.6,all,MG807318.2,MCP,all_MG807318.2_vph_12
3300009548_assembled_Ga0116107_1001113_14,-,MCP_6,-,8.7e-34,113.9,all,3300009548_assembled_Ga0116107_1001113,MCP,all_3300009548_assembled_Ga0116107_1001113_vph_14
JN603370.1_20,-,MCP_6,-,1.9e-33,112.7,all,JN603370.1,MCP,all_JN603370.1_vph_20
3300017971_assembled_Ga0180438_10002894_8,-,MCP_6,-,2.3e-33,112.5,all,3300017971_assembled_Ga0180438_10002894,MCP,all_3300017971_assembled_Ga0180438_10002894_vph_8
3300025838_assembled_Ga0208872_1000426_5,-,MCP_6,-,2.8e-33,112.2,all,3300025838_assembled_Ga0208872_1000426,MCP,all_3300025838_assembled_Ga0208872_1000426_vph_5
3300005582_assembled_Ga0049080_10000091_17,-,MCP_6,-,1.2e-32,110.2,all,3300005582_assembled_Ga0049080_10000091,MCP,all_3300005582_assembled_Ga0049080_10000091_vph_17
3300017971_assembled_Ga0180438_10003911_13,-,MCP_6,-,2e-32,109.4,all,3300017971_assembled_Ga0180438_10003911,MCP,all_3300017971_assembled_Ga0180438_10003911_vph_13
3300002835_assembled_B570J40625_100004419_14,-,MCP_6,-,3.4e-32,108.6,all,3300002835_assembled_B570J40625_100004419,MCP,all_3300002835_assembled_B570J40625_100004419_vph_14
3300035696_assembled_Ga0374055_0049619_20,-,MCP_6,-,6.9e-31,104.3,all,3300035696_assembled_Ga0374055_0049619,MCP,all_3300035696_assembled_Ga0374055_0049619_vph_20
3300002091_assembled_JGI24028J26656_1000152_13,-,MCP_6,-,8.9e-31,103.9,all,3300002091_assembled_JGI24028J26656_1000152,MCP,all_3300002091_assembled_JGI24028J26656_1000152_vph_13
3300010885_assembled_Ga0133913_10009934_10,-,MCP_6,-,2e-30,102.8,all,3300010885_assembled_Ga0133913_10009934,MCP,all_3300010885_assembled_Ga0133913_10009934_vph_10
3300027793_assembled_Ga0209972_10000880_22,-,MCP_6,-,3.2e-30,102.1,all,3300027793_assembled_Ga0209972_10000880,MCP,all_3300027793_assembled_Ga0209972_10000880_vph_22
3300006916_assembled_Ga0070750_10000267_4,-,MCP_6,-,4.1e-30,101.8,all,3300006916_assembled_Ga0070750_10000267,MCP,all_3300006916_assembled_Ga0070750_10000267_vph_4
3300027769_assembled_Ga0209770_10000312_16,-,MCP_6,-,5.2e-30,101.4,all,3300027769_assembled_Ga0209770_10000312,MCP,all_3300027769_assembled_Ga0209770_10000312_vph_16
3300027973_assembled_Ga0209298_10000424_9,-,MCP_6,-,5.7e-30,101.3,all,3300027973_assembled_Ga0209298_10000424,MCP,all_3300027973_assembled_Ga0209298_10000424_vph_9
3300010885_assembled_Ga0133913_10009135_7,-,MCP_6,-,1.2e-29,100.3,all,3300010885_assembled_Ga0133913_10009135,MCP,all_3300010885_assembled_Ga0133913_10009135_vph_7
3300010885_assembled_Ga0133913_10013256_19,-,MCP_6,-,2.2e-29,99.4,all,3300010885_assembled_Ga0133913_10013256,MCP,all_3300010885_assembled_Ga0133913_10013256_vph_19
3300009163_assembled_Ga0114970_10000439_25,-,MCP_6,-,2.6e-29,99.1,all,3300009163_assembled_Ga0114970_10000439,MCP,all_3300009163_assembled_Ga0114970_10000439_vph_25
3300027763_assembled_Ga0209088_10000481_6,-,MCP_6,-,6.4e-29,97.8,all,3300027763_assembled_Ga0209088_10000481,MCP,all_3300027763_assembled_Ga0209088_10000481_vph_6
3300006109_assembled_Ga0007870_1000162_16,-,MCP_6,-,6.5e-29,97.8,all,3300006109_assembled_Ga0007870_1000162,MCP,all_3300006109_assembled_Ga0007870_1000162_vph_16
3300019487_assembled_Ga0187893_10009394_18,-,MCP_6,-,7.7e-29,97.6,all,3300019487_assembled_Ga0187893_10009394,MCP,all_3300019487_assembled_Ga0187893_10009394_vph_18
3300009183_assembled_Ga0114974_10000518_25,-,MCP_6,-,9e-29,97.3,all,3300009183_assembled_Ga0114974_10000518,MCP,all_3300009183_assembled_Ga0114974_10000518_vph_25
3300009184_assembled_Ga0114976_10000413_2,-,MCP_6,-,1.1e-28,97,all,3300009184_assembled_Ga0114976_10000413,MCP,all_3300009184_assembled_Ga0114976_10000413_vph_2
3300007541_assembled_Ga0099848_1000221_17,-,MCP_6,-,1.6e-28,96.5,all,3300007541_assembled_Ga0099848_1000221,MCP,all_3300007541_assembled_Ga0099848_1000221_vph_17
KJ854379.1_18,-,MCP_6,-,2.1e-28,96.1,all,KJ854379.1,MCP,all_KJ854379.1_vph_18
3300010885_assembled_Ga0133913_10009566_22,-,MCP_6,-,3.3e-28,95.5,all,3300010885_assembled_Ga0133913_10009566,MCP,all_3300010885_assembled_Ga0133913_10009566_vph_22
3300009181_assembled_Ga0114969_10001288_4,-,MCP_6,-,4e-28,95.2,all,3300009181_assembled_Ga0114969_10001288,MCP,all_3300009181_assembled_Ga0114969_10001288_vph_4
3300005747_assembled_Ga0076924_1015279_11,-,MCP_6,-,8e-28,94.2,all,3300005747_assembled_Ga0076924_1015279,MCP,all_3300005747_assembled_Ga0076924_1015279_vph_11
3300009181_assembled_Ga0114969_10000735_6,-,MCP_6,-,1.7e-27,93.1,all,3300009181_assembled_Ga0114969_10000735,MCP,all_3300009181_assembled_Ga0114969_10000735_vph_6
3300009151_assembled_Ga0114962_10001691_9,-,MCP_6,-,2.1e-27,92.8,all,3300009151_assembled_Ga0114962_10001691,MCP,all_3300009151_assembled_Ga0114962_10001691_vph_9
3300007540_assembled_Ga0099847_1000087_17,-,MCP_6,-,4e-27,91.9,all,3300007540_assembled_Ga0099847_1000087,MCP,all_3300007540_assembled_Ga0099847_1000087_vph_17
3300027769_assembled_Ga0209770_10000312_15,-,MCP_6,-,1.1e-26,90.4,all,3300027769_assembled_Ga0209770_10000312,MCP,all_3300027769_assembled_Ga0209770_10000312_vph_15
3300025401_assembled_Ga0207955_1000104_9,-,MCP_6,-,1.8e-26,89.7,all,3300025401_assembled_Ga0207955_1000104,MCP,all_3300025401_assembled_Ga0207955_1000104_vph_9
3300010885_assembled_Ga0133913_10008424_3,-,MCP_6,-,7.1e-26,87.8,all,3300010885_assembled_Ga0133913_10008424,MCP,all_3300010885_assembled_Ga0133913_10008424_vph_3
3300009183_assembled_Ga0114974_10001000_14,-,MCP_6,-,1.7e-25,86.5,all,3300009183_assembled_Ga0114974_10001000,MCP,all_3300009183_assembled_Ga0114974_10001000_vph_14
3300014492_assembled_Ga0182013_10004328_13,-,MCP_6,-,4e-25,85.3,all,3300014492_assembled_Ga0182013_10004328,MCP,all_3300014492_assembled_Ga0182013_10004328_vph_13
3300010885_assembled_Ga0133913_10013167_20,-,MCP_6,-,6.6e-25,84.6,all,3300010885_assembled_Ga0133913_10013167,MCP,all_3300010885_assembled_Ga0133913_10013167_vph_20
3300021438_assembled_Ga0213920_1000796_16,-,MCP_6,-,1.7e-24,83.2,all,3300021438_assembled_Ga0213920_1000796,MCP,all_3300021438_assembled_Ga0213920_1000796_vph_16
3300023174_assembled_Ga0214921_10004023_19,-,MCP_6,-,4.4e-24,81.8,all,3300023174_assembled_Ga0214921_10004023,MCP,all_3300023174_assembled_Ga0214921_10004023_vph_19
KC556925.1_13,-,MCP_6,-,5.1e-24,81.6,all,KC556925.1,MCP,all_KC556925.1_vph_13
3300010885_assembled_Ga0133913_10008183_1,-,MCP_6,-,2.4e-23,79.4,all,3300010885_assembled_Ga0133913_10008183,MCP,all_3300010885_assembled_Ga0133913_10008183_vph_1
3300002835_assembled_B570J40625_100005612_17,-,MCP_6,-,2.8e-23,79.2,all,3300002835_assembled_B570J40625_100005612,MCP,all_3300002835_assembled_B570J40625_100005612_vph_17
3300014204_assembled_Ga0172381_10002270_24,-,MCP_6,-,4.5e-23,78.5,all,3300014204_assembled_Ga0172381_10002270,MCP,all_3300014204_assembled_Ga0172381_10002270_vph_24
3300032770_assembled_Ga0335085_10008907_19,-,MCP_6,-,8.6e-23,77.6,all,3300032770_assembled_Ga0335085_10008907,MCP,all_3300032770_assembled_Ga0335085_10008907_vph_19
3300010885_assembled_Ga0133913_10012256_4,-,MCP_6,-,2.1e-22,76.3,all,3300010885_assembled_Ga0133913_10012256,MCP,all_3300010885_assembled_Ga0133913_10012256_vph_4
3300032893_assembled_Ga0335069_10005211_21,-,MCP_6,-,4.9e-22,75.1,all,3300032893_assembled_Ga0335069_10005211,MCP,all_3300032893_assembled_Ga0335069_10005211_vph_21
3300009091_assembled_Ga0102851_10000522_2,-,MCP_6,-,1.1e-21,73.9,all,3300009091_assembled_Ga0102851_10000522,MCP,all_3300009091_assembled_Ga0102851_10000522_vph_2
3300021168_assembled_Ga0210406_10003258_8,-,MCP_6,-,4e-21,72.1,all,3300021168_assembled_Ga0210406_10003258,MCP,all_3300021168_assembled_Ga0210406_10003258_vph_8
3300025487_assembled_Ga0208105_1000377_1,-,MCP_6,-,4.8e-21,71.8,all,3300025487_assembled_Ga0208105_1000377,MCP,all_3300025487_assembled_Ga0208105_1000377_vph_1
3300010885_assembled_Ga0133913_10015411_6,-,MCP_6,-,5.1e-21,71.7,all,3300010885_assembled_Ga0133913_10015411,MCP,all_3300010885_assembled_Ga0133913_10015411_vph_6
3300009068_assembled_Ga0114973_10000749_13,-,MCP_6,-,3.4e-20,69,all,3300009068_assembled_Ga0114973_10000749,MCP,all_3300009068_assembled_Ga0114973_10000749_vph_13
3300024254_assembled_Ga0247661_1000063_8,-,MCP_6,-,6.8e-20,68,all,3300024254_assembled_Ga0247661_1000063,MCP,all_3300024254_assembled_Ga0247661_1000063_vph_8
3300009068_assembled_Ga0114973_10000639_13,-,MCP_6,-,6.9e-20,68,all,3300009068_assembled_Ga0114973_10000639,MCP,all_3300009068_assembled_Ga0114973_10000639_vph_13
3300009111_assembled_Ga0115026_10000109_6,-,MCP_6,-,9.9e-20,67.5,all,3300009111_assembled_Ga0115026_10000109,MCP,all_3300009111_assembled_Ga0115026_10000109_vph_6
3300010158_assembled_Ga0114960_10000772_23,-,MCP_6,-,1.1e-19,67.3,all,3300010158_assembled_Ga0114960_10000772,MCP,all_3300010158_assembled_Ga0114960_10000772_vph_23
3300032665_assembled_Ga0316221_1001987_1,-,MCP_6,-,4.7e-19,65.2,all,3300032665_assembled_Ga0316221_1001987,MCP,all_3300032665_assembled_Ga0316221_1001987_vph_1
3300010885_assembled_Ga0133913_10011015_6,-,MCP_6,-,4.7e-19,65.2,all,3300010885_assembled_Ga0133913_10011015,MCP,all_3300010885_assembled_Ga0133913_10011015_vph_6
3300010413_assembled_Ga0136851_10008908_2,-,MCP_6,-,1.8e-17,60,all,3300010413_assembled_Ga0136851_10008908,MCP,all_3300010413_assembled_Ga0136851_10008908_vph_2
3300013094_assembled_Ga0164297_10001420_17,-,MCP_6,-,2e-16,56.5,all,3300013094_assembled_Ga0164297_10001420,MCP,all_3300013094_assembled_Ga0164297_10001420_vph_17
3300010885_assembled_Ga0133913_10007194_15,-,MCP_6,-,2.1e-16,56.5,all,3300010885_assembled_Ga0133913_10007194,MCP,all_3300010885_assembled_Ga0133913_10007194_vph_15
3300018022_assembled_Ga0187864_10002390_17,-,MCP_6,-,2.6e-16,56.2,all,3300018022_assembled_Ga0187864_10002390,MCP,all_3300018022_assembled_Ga0187864_10002390_vph_17
3300007735_assembled_Ga0104988_10753_21,-,MCP_6,-,3.5e-16,55.8,all,3300007735_assembled_Ga0104988_10753,MCP,all_3300007735_assembled_Ga0104988_10753_vph_21
KM502591.1_19,-,MCP_6,-,7.5e-16,54.7,all,KM502591.1,MCP,all_KM502591.1_vph_19
3300007734_assembled_Ga0104986_1721_22,-,MCP_6,-,9.8e-16,54.3,all,3300007734_assembled_Ga0104986_1721,MCP,all_3300007734_assembled_Ga0104986_1721_vph_22
3300009151_assembled_Ga0114962_10000818_11,-,MCP_6,-,2e-15,53.3,all,3300009151_assembled_Ga0114962_10000818,MCP,all_3300009151_assembled_Ga0114962_10000818_vph_11
3300009154_assembled_Ga0114963_10000587_15,-,MCP_6,-,2.9e-15,52.7,all,3300009154_assembled_Ga0114963_10000587,MCP,all_3300009154_assembled_Ga0114963_10000587_vph_15
3300002092_assembled_JGI24218J26658_1000290_33,-,MCP_6,-,4.6e-15,52.1,all,3300002092_assembled_JGI24218J26658_1000290,MCP,all_3300002092_assembled_JGI24218J26658_1000290_vph_33
3300010885_assembled_Ga0133913_10017077_19,-,MCP_6,-,1.3e-14,50.5,all,3300010885_assembled_Ga0133913_10017077,MCP,all_3300010885_assembled_Ga0133913_10017077_vph_19
3300002835_assembled_B570J40625_100006411_3,-,MCP_7,-,8.6e-91,302,all,3300002835_assembled_B570J40625_100006411,MCP,all_3300002835_assembled_B570J40625_100006411_vph_3
3300019487_assembled_Ga0187893_10009394_18,-,MCP_7,-,8.4e-65,216.1,all,3300019487_assembled_Ga0187893_10009394,MCP,all_3300019487_assembled_Ga0187893_10009394_vph_18
JN603370.1_20,-,MCP_7,-,9.9e-64,212.6,all,JN603370.1,MCP,all_JN603370.1_vph_20
3300009500_assembled_Ga0116229_10007006_18,-,MCP_7,-,1.8e-62,208.5,all,3300009500_assembled_Ga0116229_10007006,MCP,all_3300009500_assembled_Ga0116229_10007006_vph_18
3300014492_assembled_Ga0182013_10004328_13,-,MCP_7,-,7e-61,203.2,all,3300014492_assembled_Ga0182013_10004328,MCP,all_3300014492_assembled_Ga0182013_10004328_vph_13
MG807318.2_12,-,MCP_7,-,2.7e-60,201.2,all,MG807318.2,MCP,all_MG807318.2_vph_12
3300017963_assembled_Ga0180437_10003822_12,-,MCP_7,-,2.3e-58,194.9,all,3300017963_assembled_Ga0180437_10003822,MCP,all_3300017963_assembled_Ga0180437_10003822_vph_12
3300032770_assembled_Ga0335085_10008907_19,-,MCP_7,-,3.3e-58,194.4,all,3300032770_assembled_Ga0335085_10008907,MCP,all_3300032770_assembled_Ga0335085_10008907_vph_19
3300009151_assembled_Ga0114962_10001373_20,-,MCP_7,-,3.7e-57,190.9,all,3300009151_assembled_Ga0114962_10001373,MCP,all_3300009151_assembled_Ga0114962_10001373_vph_20
3300032893_assembled_Ga0335069_10005211_21,-,MCP_7,-,6.9e-56,186.7,all,3300032893_assembled_Ga0335069_10005211,MCP,all_3300032893_assembled_Ga0335069_10005211_vph_21
3300009548_assembled_Ga0116107_1001113_14,-,MCP_7,-,2.6e-55,184.8,all,3300009548_assembled_Ga0116107_1001113,MCP,all_3300009548_assembled_Ga0116107_1001113_vph_14
3300024254_assembled_Ga0247661_1000063_8,-,MCP_7,-,3.2e-55,184.5,all,3300024254_assembled_Ga0247661_1000063,MCP,all_3300024254_assembled_Ga0247661_1000063_vph_8
3300017971_assembled_Ga0180438_10003911_13,-,MCP_7,-,3.5e-54,181.1,all,3300017971_assembled_Ga0180438_10003911,MCP,all_3300017971_assembled_Ga0180438_10003911_vph_13
3300021168_assembled_Ga0210406_10003258_8,-,MCP_7,-,3e-52,174.7,all,3300021168_assembled_Ga0210406_10003258,MCP,all_3300021168_assembled_Ga0210406_10003258_vph_8
3300029911_assembled_Ga0311361_10011007_2,-,MCP_7,-,1.5e-50,169.1,all,3300029911_assembled_Ga0311361_10011007,MCP,all_3300029911_assembled_Ga0311361_10011007_vph_2
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_13,-,MCP_7,-,5.3e-48,160.7,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,MCP,all_3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_vph_13
3300010885_assembled_Ga0133913_10009135_7,-,MCP_7,-,6.4e-43,143.9,all,3300010885_assembled_Ga0133913_10009135,MCP,all_3300010885_assembled_Ga0133913_10009135_vph_7
3300035696_assembled_Ga0374055_0049619_20,-,MCP_7,-,3.3e-42,141.5,all,3300035696_assembled_Ga0374055_0049619,MCP,all_3300035696_assembled_Ga0374055_0049619_vph_20
3300010413_assembled_Ga0136851_10008908_2,-,MCP_7,-,6.6e-41,137.2,all,3300010413_assembled_Ga0136851_10008908,MCP,all_3300010413_assembled_Ga0136851_10008908_vph_2
3300025736_assembled_Ga0207997_1001135_10,-,MCP_7,-,8.4e-40,133.6,all,3300025736_assembled_Ga0207997_1001135,MCP,all_3300025736_assembled_Ga0207997_1001135_vph_10
KC556925.1_13,-,MCP_7,-,2.7e-39,131.9,all,KC556925.1,MCP,all_KC556925.1_vph_13
3300009180_assembled_Ga0114979_10000767_5,-,MCP_7,-,1.1e-37,126.6,all,3300009180_assembled_Ga0114979_10000767,MCP,all_3300009180_assembled_Ga0114979_10000767_vph_5
3300009091_assembled_Ga0102851_10000522_2,-,MCP_7,-,1e-36,123.4,all,3300009091_assembled_Ga0102851_10000522,MCP,all_3300009091_assembled_Ga0102851_10000522_vph_2
3300014204_assembled_Ga0172381_10002270_24,-,MCP_7,-,2.1e-36,122.4,all,3300014204_assembled_Ga0172381_10002270,MCP,all_3300014204_assembled_Ga0172381_10002270_vph_24
3300009111_assembled_Ga0115026_10000109_6,-,MCP_7,-,4.5e-35,118,all,3300009111_assembled_Ga0115026_10000109,MCP,all_3300009111_assembled_Ga0115026_10000109_vph_6
3300010334_assembled_Ga0136644_10000572_31,-,MCP_7,-,9.1e-34,113.7,all,3300010334_assembled_Ga0136644_10000572,MCP,all_3300010334_assembled_Ga0136644_10000572_vph_31
3300027793_assembled_Ga0209972_10000880_22,-,MCP_7,-,1.7e-33,112.7,all,3300027793_assembled_Ga0209972_10000880,MCP,all_3300027793_assembled_Ga0209972_10000880_vph_22
3300010885_assembled_Ga0133913_10010443_8,-,MCP_7,-,8.8e-32,107.1,all,3300010885_assembled_Ga0133913_10010443,MCP,all_3300010885_assembled_Ga0133913_10010443_vph_8
3300025646_assembled_Ga0208161_1000494_20,-,MCP_7,-,9.2e-31,103.7,all,3300025646_assembled_Ga0208161_1000494,MCP,all_3300025646_assembled_Ga0208161_1000494_vph_20
3300007541_assembled_Ga0099848_1000221_17,-,MCP_7,-,2.9e-30,102.1,all,3300007541_assembled_Ga0099848_1000221,MCP,all_3300007541_assembled_Ga0099848_1000221_vph_17
3300009151_assembled_Ga0114962_10001691_9,-,MCP_7,-,4e-29,98.3,all,3300009151_assembled_Ga0114962_10001691,MCP,all_3300009151_assembled_Ga0114962_10001691_vph_9
3300027708_assembled_Ga0209188_1000973_21,-,MCP_7,-,1.5e-28,96.4,all,3300027708_assembled_Ga0209188_1000973,MCP,all_3300027708_assembled_Ga0209188_1000973_vph_21
3300017971_assembled_Ga0180438_10002894_8,-,MCP_7,-,1.1e-27,93.6,all,3300017971_assembled_Ga0180438_10002894,MCP,all_3300017971_assembled_Ga0180438_10002894_vph_8
3300021438_assembled_Ga0213920_1000796_16,-,MCP_7,-,2e-27,92.7,all,3300021438_assembled_Ga0213920_1000796,MCP,all_3300021438_assembled_Ga0213920_1000796_vph_16
3300005831_assembled_Ga0074471_10193221_21,-,MCP_7,-,2.2e-27,92.6,all,3300005831_assembled_Ga0074471_10193221,MCP,all_3300005831_assembled_Ga0074471_10193221_vph_21
3300010885_assembled_Ga0133913_10013256_19,-,MCP_7,-,4.4e-27,91.6,all,3300010885_assembled_Ga0133913_10013256,MCP,all_3300010885_assembled_Ga0133913_10013256_vph_19
3300010885_assembled_Ga0133913_10009566_22,-,MCP_7,-,6.8e-27,91,all,3300010885_assembled_Ga0133913_10009566,MCP,all_3300010885_assembled_Ga0133913_10009566_vph_22
3300010885_assembled_Ga0133913_10008424_3,-,MCP_7,-,3e-26,88.9,all,3300010885_assembled_Ga0133913_10008424,MCP,all_3300010885_assembled_Ga0133913_10008424_vph_3
3300009181_assembled_Ga0114969_10001288_4,-,MCP_7,-,2.2e-25,86,all,3300009181_assembled_Ga0114969_10001288,MCP,all_3300009181_assembled_Ga0114969_10001288_vph_4
3300002835_assembled_B570J40625_100004419_14,-,MCP_7,-,6.6e-25,84.4,all,3300002835_assembled_B570J40625_100004419,MCP,all_3300002835_assembled_B570J40625_100004419_vph_14
3300006109_assembled_Ga0007870_1000162_16,-,MCP_7,-,1.2e-24,83.6,all,3300006109_assembled_Ga0007870_1000162,MCP,all_3300006109_assembled_Ga0007870_1000162_vph_16
3300010354_assembled_Ga0129333_10000799_16,-,MCP_7,-,2.8e-24,82.4,all,3300010354_assembled_Ga0129333_10000799,MCP,all_3300010354_assembled_Ga0129333_10000799_vph_16
OL828819.1_19,-,MCP_7,-,5.9e-24,81.3,all,OL828819.1,MCP,all_OL828819.1_vph_19
3300018022_assembled_Ga0187864_10002390_17,-,MCP_7,-,7.2e-24,81,all,3300018022_assembled_Ga0187864_10002390,MCP,all_3300018022_assembled_Ga0187864_10002390_vph_17
KJ854379.1_18,-,MCP_7,-,1.5e-23,79.9,all,KJ854379.1,MCP,all_KJ854379.1_vph_18
3300007540_assembled_Ga0099847_1000087_17,-,MCP_7,-,3.7e-23,78.6,all,3300007540_assembled_Ga0099847_1000087,MCP,all_3300007540_assembled_Ga0099847_1000087_vph_17
3300027769_assembled_Ga0209770_10000312_16,-,MCP_7,-,4.1e-23,78.5,all,3300027769_assembled_Ga0209770_10000312,MCP,all_3300027769_assembled_Ga0209770_10000312_vph_16
3300010885_assembled_Ga0133913_10007194_15,-,MCP_7,-,4.9e-23,78.2,all,3300010885_assembled_Ga0133913_10007194,MCP,all_3300010885_assembled_Ga0133913_10007194_vph_15
3300009151_assembled_Ga0114962_10000818_11,-,MCP_7,-,9.4e-23,77.3,all,3300009151_assembled_Ga0114962_10000818,MCP,all_3300009151_assembled_Ga0114962_10000818_vph_11
3300027973_assembled_Ga0209298_10000424_9,-,MCP_7,-,1.2e-22,77,all,3300027973_assembled_Ga0209298_10000424,MCP,all_3300027973_assembled_Ga0209298_10000424_vph_9
3300025838_assembled_Ga0208872_1000426_5,-,MCP_7,-,1.2e-22,77,all,3300025838_assembled_Ga0208872_1000426,MCP,all_3300025838_assembled_Ga0208872_1000426_vph_5
3300009085_assembled_Ga0105103_10000772_2,-,MCP_7,-,1.5e-22,76.7,all,3300009085_assembled_Ga0105103_10000772,MCP,all_3300009085_assembled_Ga0105103_10000772_vph_2
3300006916_assembled_Ga0070750_10000267_4,-,MCP_7,-,2.2e-22,76.1,all,3300006916_assembled_Ga0070750_10000267,MCP,all_3300006916_assembled_Ga0070750_10000267_vph_4
3300010885_assembled_Ga0133913_10009934_10,-,MCP_7,-,1.3e-21,73.6,all,3300010885_assembled_Ga0133913_10009934,MCP,all_3300010885_assembled_Ga0133913_10009934_vph_10
3300009163_assembled_Ga0114970_10000439_25,-,MCP_7,-,1.4e-21,73.4,all,3300009163_assembled_Ga0114970_10000439,MCP,all_3300009163_assembled_Ga0114970_10000439_vph_25
3300010885_assembled_Ga0133913_10008183_1,-,MCP_7,-,1.9e-21,73,all,3300010885_assembled_Ga0133913_10008183,MCP,all_3300010885_assembled_Ga0133913_10008183_vph_1
3300005582_assembled_Ga0049080_10000091_17,-,MCP_7,-,2.3e-21,72.7,all,3300005582_assembled_Ga0049080_10000091,MCP,all_3300005582_assembled_Ga0049080_10000091_vph_17
3300005747_assembled_Ga0076924_1015279_11,-,MCP_7,-,2.9e-21,72.4,all,3300005747_assembled_Ga0076924_1015279,MCP,all_3300005747_assembled_Ga0076924_1015279_vph_11
3300010885_assembled_Ga0133913_10012256_4,-,MCP_7,-,7.6e-21,71,all,3300010885_assembled_Ga0133913_10012256,MCP,all_3300010885_assembled_Ga0133913_10012256_vph_4
