target,t_acc,query,q_acc,evalue,score,sample,contig,query_type
3300010885_assembled_Ga0133913_10009934_10,-,MCP_6,-,2e-30,102.8,all,3300010885_assembled_Ga0133913_10009934,MCP
3300027793_assembled_Ga0209972_10000880_22,-,MCP_6,-,3.2e-30,102.1,all,3300027793_assembled_Ga0209972_10000880,MCP
3300006916_assembled_Ga0070750_10000267_4,-,MCP_6,-,4.1e-30,101.8,all,3300006916_assembled_Ga0070750_10000267,MCP
3300027769_assembled_Ga0209770_10000312_16,-,MCP_6,-,5.2e-30,101.4,all,3300027769_assembled_Ga0209770_10000312,MCP
3300027973_assembled_Ga0209298_10000424_9,-,MCP_6,-,5.7e-30,101.3,all,3300027973_assembled_Ga0209298_10000424,MCP
3300010885_assembled_Ga0133913_10009135_7,-,MCP_6,-,1.2e-29,100.3,all,3300010885_assembled_Ga0133913_10009135,MCP
3300010885_assembled_Ga0133913_10013256_19,-,MCP_6,-,2.2e-29,99.4,all,3300010885_assembled_Ga0133913_10013256,MCP
3300009163_assembled_Ga0114970_10000439_25,-,MCP_6,-,2.6e-29,99.1,all,3300009163_assembled_Ga0114970_10000439,MCP
3300027763_assembled_Ga0209088_10000481_6,-,MCP_6,-,6.4e-29,97.8,all,3300027763_assembled_Ga0209088_10000481,MCP
3300006109_assembled_Ga0007870_1000162_16,-,MCP_6,-,6.5e-29,97.8,all,3300006109_assembled_Ga0007870_1000162,MCP
3300019487_assembled_Ga0187893_10009394_18,-,MCP_6,-,7.7e-29,97.6,all,3300019487_assembled_Ga0187893_10009394,MCP
3300009183_assembled_Ga0114974_10000518_25,-,MCP_6,-,9e-29,97.3,all,3300009183_assembled_Ga0114974_10000518,MCP
3300009184_assembled_Ga0114976_10000413_2,-,MCP_6,-,1.1e-28,97,all,3300009184_assembled_Ga0114976_10000413,MCP
3300007541_assembled_Ga0099848_1000221_17,-,MCP_6,-,1.6e-28,96.5,all,3300007541_assembled_Ga0099848_1000221,MCP
KJ854379.1_18,-,MCP_6,-,2.1e-28,96.1,all,KJ854379.1,MCP
3300010885_assembled_Ga0133913_10009566_22,-,MCP_6,-,3.3e-28,95.5,all,3300010885_assembled_Ga0133913_10009566,MCP
3300009181_assembled_Ga0114969_10001288_4,-,MCP_6,-,4e-28,95.2,all,3300009181_assembled_Ga0114969_10001288,MCP
3300005747_assembled_Ga0076924_1015279_11,-,MCP_6,-,8e-28,94.2,all,3300005747_assembled_Ga0076924_1015279,MCP
3300009181_assembled_Ga0114969_10000735_6,-,MCP_6,-,1.7e-27,93.1,all,3300009181_assembled_Ga0114969_10000735,MCP
3300009151_assembled_Ga0114962_10001691_9,-,MCP_6,-,2.1e-27,92.8,all,3300009151_assembled_Ga0114962_10001691,MCP
3300007540_assembled_Ga0099847_1000087_17,-,MCP_6,-,4e-27,91.9,all,3300007540_assembled_Ga0099847_1000087,MCP
3300027769_assembled_Ga0209770_10000312_15,-,MCP_6,-,1.1e-26,90.4,all,3300027769_assembled_Ga0209770_10000312,MCP
3300025401_assembled_Ga0207955_1000104_9,-,MCP_6,-,1.8e-26,89.7,all,3300025401_assembled_Ga0207955_1000104,MCP
3300010885_assembled_Ga0133913_10008424_3,-,MCP_6,-,7.1e-26,87.8,all,3300010885_assembled_Ga0133913_10008424,MCP
3300009183_assembled_Ga0114974_10001000_14,-,MCP_6,-,1.7e-25,86.5,all,3300009183_assembled_Ga0114974_10001000,MCP
3300014492_assembled_Ga0182013_10004328_13,-,MCP_6,-,4e-25,85.3,all,3300014492_assembled_Ga0182013_10004328,MCP
3300010885_assembled_Ga0133913_10013167_20,-,MCP_6,-,6.6e-25,84.6,all,3300010885_assembled_Ga0133913_10013167,MCP
3300021438_assembled_Ga0213920_1000796_16,-,MCP_6,-,1.7e-24,83.2,all,3300021438_assembled_Ga0213920_1000796,MCP
3300023174_assembled_Ga0214921_10004023_19,-,MCP_6,-,4.4e-24,81.8,all,3300023174_assembled_Ga0214921_10004023,MCP
KC556925.1_13,-,MCP_6,-,5.1e-24,81.6,all,KC556925.1,MCP
3300010885_assembled_Ga0133913_10008183_1,-,MCP_6,-,2.4e-23,79.4,all,3300010885_assembled_Ga0133913_10008183,MCP
3300002835_assembled_B570J40625_100005612_17,-,MCP_6,-,2.8e-23,79.2,all,3300002835_assembled_B570J40625_100005612,MCP
3300014204_assembled_Ga0172381_10002270_24,-,MCP_6,-,4.5e-23,78.5,all,3300014204_assembled_Ga0172381_10002270,MCP
3300032770_assembled_Ga0335085_10008907_19,-,MCP_6,-,8.6e-23,77.6,all,3300032770_assembled_Ga0335085_10008907,MCP
3300010885_assembled_Ga0133913_10012256_4,-,MCP_6,-,2.1e-22,76.3,all,3300010885_assembled_Ga0133913_10012256,MCP
3300032893_assembled_Ga0335069_10005211_21,-,MCP_6,-,4.9e-22,75.1,all,3300032893_assembled_Ga0335069_10005211,MCP
3300009091_assembled_Ga0102851_10000522_2,-,MCP_6,-,1.1e-21,73.9,all,3300009091_assembled_Ga0102851_10000522,MCP
3300021168_assembled_Ga0210406_10003258_8,-,MCP_6,-,4e-21,72.1,all,3300021168_assembled_Ga0210406_10003258,MCP
3300025487_assembled_Ga0208105_1000377_1,-,MCP_6,-,4.8e-21,71.8,all,3300025487_assembled_Ga0208105_1000377,MCP
3300010885_assembled_Ga0133913_10015411_6,-,MCP_6,-,5.1e-21,71.7,all,3300010885_assembled_Ga0133913_10015411,MCP
3300009068_assembled_Ga0114973_10000749_13,-,MCP_6,-,3.4e-20,69,all,3300009068_assembled_Ga0114973_10000749,MCP
3300024254_assembled_Ga0247661_1000063_8,-,MCP_6,-,6.8e-20,68,all,3300024254_assembled_Ga0247661_1000063,MCP
3300009068_assembled_Ga0114973_10000639_13,-,MCP_6,-,6.9e-20,68,all,3300009068_assembled_Ga0114973_10000639,MCP
3300009111_assembled_Ga0115026_10000109_6,-,MCP_6,-,9.9e-20,67.5,all,3300009111_assembled_Ga0115026_10000109,MCP
3300010158_assembled_Ga0114960_10000772_23,-,MCP_6,-,1.1e-19,67.3,all,3300010158_assembled_Ga0114960_10000772,MCP
3300032665_assembled_Ga0316221_1001987_1,-,MCP_6,-,4.7e-19,65.2,all,3300032665_assembled_Ga0316221_1001987,MCP
3300010885_assembled_Ga0133913_10011015_6,-,MCP_6,-,4.7e-19,65.2,all,3300010885_assembled_Ga0133913_10011015,MCP
3300010413_assembled_Ga0136851_10008908_2,-,MCP_6,-,1.8e-17,60,all,3300010413_assembled_Ga0136851_10008908,MCP
3300013094_assembled_Ga0164297_10001420_17,-,MCP_6,-,2e-16,56.5,all,3300013094_assembled_Ga0164297_10001420,MCP
3300010885_assembled_Ga0133913_10007194_15,-,MCP_6,-,2.1e-16,56.5,all,3300010885_assembled_Ga0133913_10007194,MCP
3300018022_assembled_Ga0187864_10002390_17,-,MCP_6,-,2.6e-16,56.2,all,3300018022_assembled_Ga0187864_10002390,MCP
3300007735_assembled_Ga0104988_10753_21,-,MCP_6,-,3.5e-16,55.8,all,3300007735_assembled_Ga0104988_10753,MCP
KM502591.1_19,-,MCP_6,-,7.5e-16,54.7,all,KM502591.1,MCP
3300007734_assembled_Ga0104986_1721_22,-,MCP_6,-,9.8e-16,54.3,all,3300007734_assembled_Ga0104986_1721,MCP
3300009151_assembled_Ga0114962_10000818_11,-,MCP_6,-,2e-15,53.3,all,3300009151_assembled_Ga0114962_10000818,MCP
3300009154_assembled_Ga0114963_10000587_15,-,MCP_6,-,2.9e-15,52.7,all,3300009154_assembled_Ga0114963_10000587,MCP
3300002092_assembled_JGI24218J26658_1000290_33,-,MCP_6,-,4.6e-15,52.1,all,3300002092_assembled_JGI24218J26658_1000290,MCP
3300010885_assembled_Ga0133913_10017077_19,-,MCP_6,-,1.3e-14,50.5,all,3300010885_assembled_Ga0133913_10017077,MCP
3300002835_assembled_B570J40625_100006411_3,-,MCP_7,-,8.6e-91,302,all,3300002835_assembled_B570J40625_100006411,MCP
3300019487_assembled_Ga0187893_10009394_18,-,MCP_7,-,8.4e-65,216.1,all,3300019487_assembled_Ga0187893_10009394,MCP
JN603370.1_20,-,MCP_7,-,9.9e-64,212.6,all,JN603370.1,MCP
3300009500_assembled_Ga0116229_10007006_18,-,MCP_7,-,1.8e-62,208.5,all,3300009500_assembled_Ga0116229_10007006,MCP
3300014492_assembled_Ga0182013_10004328_13,-,MCP_7,-,7e-61,203.2,all,3300014492_assembled_Ga0182013_10004328,MCP
MG807318.2_12,-,MCP_7,-,2.7e-60,201.2,all,MG807318.2,MCP
3300017963_assembled_Ga0180437_10003822_12,-,MCP_7,-,2.3e-58,194.9,all,3300017963_assembled_Ga0180437_10003822,MCP
3300032770_assembled_Ga0335085_10008907_19,-,MCP_7,-,3.3e-58,194.4,all,3300032770_assembled_Ga0335085_10008907,MCP
3300009151_assembled_Ga0114962_10001373_20,-,MCP_7,-,3.7e-57,190.9,all,3300009151_assembled_Ga0114962_10001373,MCP
3300032893_assembled_Ga0335069_10005211_21,-,MCP_7,-,6.9e-56,186.7,all,3300032893_assembled_Ga0335069_10005211,MCP
3300009548_assembled_Ga0116107_1001113_14,-,MCP_7,-,2.6e-55,184.8,all,3300009548_assembled_Ga0116107_1001113,MCP
3300024254_assembled_Ga0247661_1000063_8,-,MCP_7,-,3.2e-55,184.5,all,3300024254_assembled_Ga0247661_1000063,MCP
3300017971_assembled_Ga0180438_10003911_13,-,MCP_7,-,3.5e-54,181.1,all,3300017971_assembled_Ga0180438_10003911,MCP
3300021168_assembled_Ga0210406_10003258_8,-,MCP_7,-,3e-52,174.7,all,3300021168_assembled_Ga0210406_10003258,MCP
3300029911_assembled_Ga0311361_10011007_2,-,MCP_7,-,1.5e-50,169.1,all,3300029911_assembled_Ga0311361_10011007,MCP
3300000439_assembled_TBL_comb48_EPIDRAFT_1001871_13,-,MCP_7,-,5.3e-48,160.7,all,3300000439_assembled_TBL_comb48_EPIDRAFT_1001871,MCP
3300010885_assembled_Ga0133913_10009135_7,-,MCP_7,-,6.4e-43,143.9,all,3300010885_assembled_Ga0133913_10009135,MCP
3300035696_assembled_Ga0374055_0049619_20,-,MCP_7,-,3.3e-42,141.5,all,3300035696_assembled_Ga0374055_0049619,MCP
3300010413_assembled_Ga0136851_10008908_2,-,MCP_7,-,6.6e-41,137.2,all,3300010413_assembled_Ga0136851_10008908,MCP
3300025736_assembled_Ga0207997_1001135_10,-,MCP_7,-,8.4e-40,133.6,all,3300025736_assembled_Ga0207997_1001135,MCP
KC556925.1_13,-,MCP_7,-,2.7e-39,131.9,all,KC556925.1,MCP
3300009180_assembled_Ga0114979_10000767_5,-,MCP_7,-,1.1e-37,126.6,all,3300009180_assembled_Ga0114979_10000767,MCP
3300009091_assembled_Ga0102851_10000522_2,-,MCP_7,-,1e-36,123.4,all,3300009091_assembled_Ga0102851_10000522,MCP
3300014204_assembled_Ga0172381_10002270_24,-,MCP_7,-,2.1e-36,122.4,all,3300014204_assembled_Ga0172381_10002270,MCP
3300009111_assembled_Ga0115026_10000109_6,-,MCP_7,-,4.5e-35,118,all,3300009111_assembled_Ga0115026_10000109,MCP
3300010334_assembled_Ga0136644_10000572_31,-,MCP_7,-,9.1e-34,113.7,all,3300010334_assembled_Ga0136644_10000572,MCP
3300027793_assembled_Ga0209972_10000880_22,-,MCP_7,-,1.7e-33,112.7,all,3300027793_assembled_Ga0209972_10000880,MCP
3300010885_assembled_Ga0133913_10010443_8,-,MCP_7,-,8.8e-32,107.1,all,3300010885_assembled_Ga0133913_10010443,MCP
3300025646_assembled_Ga0208161_1000494_20,-,MCP_7,-,9.2e-31,103.7,all,3300025646_assembled_Ga0208161_1000494,MCP
3300007541_assembled_Ga0099848_1000221_17,-,MCP_7,-,2.9e-30,102.1,all,3300007541_assembled_Ga0099848_1000221,MCP
3300009151_assembled_Ga0114962_10001691_9,-,MCP_7,-,4e-29,98.3,all,3300009151_assembled_Ga0114962_10001691,MCP
3300027708_assembled_Ga0209188_1000973_21,-,MCP_7,-,1.5e-28,96.4,all,3300027708_assembled_Ga0209188_1000973,MCP
3300017971_assembled_Ga0180438_10002894_8,-,MCP_7,-,1.1e-27,93.6,all,3300017971_assembled_Ga0180438_10002894,MCP
3300021438_assembled_Ga0213920_1000796_16,-,MCP_7,-,2e-27,92.7,all,3300021438_assembled_Ga0213920_1000796,MCP
3300005831_assembled_Ga0074471_10193221_21,-,MCP_7,-,2.2e-27,92.6,all,3300005831_assembled_Ga0074471_10193221,MCP
3300010885_assembled_Ga0133913_10013256_19,-,MCP_7,-,4.4e-27,91.6,all,3300010885_assembled_Ga0133913_10013256,MCP
3300010885_assembled_Ga0133913_10009566_22,-,MCP_7,-,6.8e-27,91,all,3300010885_assembled_Ga0133913_10009566,MCP
3300010885_assembled_Ga0133913_10008424_3,-,MCP_7,-,3e-26,88.9,all,3300010885_assembled_Ga0133913_10008424,MCP
3300009181_assembled_Ga0114969_10001288_4,-,MCP_7,-,2.2e-25,86,all,3300009181_assembled_Ga0114969_10001288,MCP
3300002835_assembled_B570J40625_100004419_14,-,MCP_7,-,6.6e-25,84.4,all,3300002835_assembled_B570J40625_100004419,MCP
3300006109_assembled_Ga0007870_1000162_16,-,MCP_7,-,1.2e-24,83.6,all,3300006109_assembled_Ga0007870_1000162,MCP
3300010354_assembled_Ga0129333_10000799_16,-,MCP_7,-,2.8e-24,82.4,all,3300010354_assembled_Ga0129333_10000799,MCP
OL828819.1_19,-,MCP_7,-,5.9e-24,81.3,all,OL828819.1,MCP
3300018022_assembled_Ga0187864_10002390_17,-,MCP_7,-,7.2e-24,81,all,3300018022_assembled_Ga0187864_10002390,MCP
KJ854379.1_18,-,MCP_7,-,1.5e-23,79.9,all,KJ854379.1,MCP
3300007540_assembled_Ga0099847_1000087_17,-,MCP_7,-,3.7e-23,78.6,all,3300007540_assembled_Ga0099847_1000087,MCP
3300027769_assembled_Ga0209770_10000312_16,-,MCP_7,-,4.1e-23,78.5,all,3300027769_assembled_Ga0209770_10000312,MCP
3300010885_assembled_Ga0133913_10007194_15,-,MCP_7,-,4.9e-23,78.2,all,3300010885_assembled_Ga0133913_10007194,MCP
3300009151_assembled_Ga0114962_10000818_11,-,MCP_7,-,9.4e-23,77.3,all,3300009151_assembled_Ga0114962_10000818,MCP
3300027973_assembled_Ga0209298_10000424_9,-,MCP_7,-,1.2e-22,77,all,3300027973_assembled_Ga0209298_10000424,MCP
3300025838_assembled_Ga0208872_1000426_5,-,MCP_7,-,1.2e-22,77,all,3300025838_assembled_Ga0208872_1000426,MCP
3300009085_assembled_Ga0105103_10000772_2,-,MCP_7,-,1.5e-22,76.7,all,3300009085_assembled_Ga0105103_10000772,MCP
3300006916_assembled_Ga0070750_10000267_4,-,MCP_7,-,2.2e-22,76.1,all,3300006916_assembled_Ga0070750_10000267,MCP
3300010885_assembled_Ga0133913_10009934_10,-,MCP_7,-,1.3e-21,73.6,all,3300010885_assembled_Ga0133913_10009934,MCP
3300009163_assembled_Ga0114970_10000439_25,-,MCP_7,-,1.4e-21,73.4,all,3300009163_assembled_Ga0114970_10000439,MCP
3300010885_assembled_Ga0133913_10008183_1,-,MCP_7,-,1.9e-21,73,all,3300010885_assembled_Ga0133913_10008183,MCP
3300005582_assembled_Ga0049080_10000091_17,-,MCP_7,-,2.3e-21,72.7,all,3300005582_assembled_Ga0049080_10000091,MCP
3300005747_assembled_Ga0076924_1015279_11,-,MCP_7,-,2.9e-21,72.4,all,3300005747_assembled_Ga0076924_1015279,MCP
3300010885_assembled_Ga0133913_10012256_4,-,MCP_7,-,7.6e-21,71,all,3300010885_assembled_Ga0133913_10012256,MCP
3300009068_assembled_Ga0114973_10000639_13,-,MCP_7,-,1.2e-20,70.3,all,3300009068_assembled_Ga0114973_10000639,MCP
3300027777_assembled_Ga0209829_10000789_16,-,MCP_7,-,1.7e-20,69.9,all,3300027777_assembled_Ga0209829_10000789,MCP
3300009183_assembled_Ga0114974_10001000_14,-,MCP_7,-,1.8e-20,69.7,all,3300009183_assembled_Ga0114974_10001000,MCP
3300018022_assembled_Ga0187864_10002390_1,-,MCP_7,-,6.5e-20,67.9,all,3300018022_assembled_Ga0187864_10002390,MCP
3300010413_assembled_Ga0136851_10008908_3,-,MCP_7,-,2.8e-19,65.8,all,3300010413_assembled_Ga0136851_10008908,MCP
3300010158_assembled_Ga0114960_10000772_23,-,MCP_7,-,3.2e-19,65.6,all,3300010158_assembled_Ga0114960_10000772,MCP
3300010885_assembled_Ga0133913_10011061_25,-,MCP_7,-,3.9e-19,65.4,all,3300010885_assembled_Ga0133913_10011061,MCP
3300009068_assembled_Ga0114973_10000749_13,-,MCP_7,-,6.4e-19,64.6,all,3300009068_assembled_Ga0114973_10000749,MCP
3300009183_assembled_Ga0114974_10000518_25,-,MCP_7,-,1.3e-18,63.6,all,3300009183_assembled_Ga0114974_10000518,MCP
3300010885_assembled_Ga0133913_10015411_6,-,MCP_7,-,1.6e-18,63.3,all,3300010885_assembled_Ga0133913_10015411,MCP
KM502591.1_19,-,MCP_7,-,3.9e-18,62,all,KM502591.1,MCP
3300027769_assembled_Ga0209770_10000312_15,-,MCP_7,-,5.8e-18,61.5,all,3300027769_assembled_Ga0209770_10000312,MCP
3300002091_assembled_JGI24028J26656_1000152_13,-,MCP_7,-,6.5e-18,61.3,all,3300002091_assembled_JGI24028J26656_1000152,MCP
3300007735_assembled_Ga0104988_10753_21,-,MCP_7,-,8.3e-18,61,all,3300007735_assembled_Ga0104988_10753,MCP
3300009684_assembled_Ga0114958_10000782_25,-,MCP_7,-,2.9e-17,59.2,all,3300009684_assembled_Ga0114958_10000782,MCP
3300010885_assembled_Ga0133913_10012712_4,-,MCP_7,-,5.5e-17,58.3,all,3300010885_assembled_Ga0133913_10012712,MCP
3300025487_assembled_Ga0208105_1000377_1,-,MCP_7,-,1.2e-16,57.1,all,3300025487_assembled_Ga0208105_1000377,MCP
3300013094_assembled_Ga0164297_10001420_17,-,MCP_7,-,1.5e-16,56.8,all,3300013094_assembled_Ga0164297_10001420,MCP
3300009181_assembled_Ga0114969_10000735_6,-,MCP_7,-,2.9e-16,55.9,all,3300009181_assembled_Ga0114969_10000735,MCP
3300027763_assembled_Ga0209088_10000481_6,-,MCP_7,-,4.8e-16,55.1,all,3300027763_assembled_Ga0209088_10000481,MCP
3300009184_assembled_Ga0114976_10000413_2,-,MCP_7,-,6.5e-16,54.7,all,3300009184_assembled_Ga0114976_10000413,MCP
3300007734_assembled_Ga0104986_1721_23,-,MCP_7,-,1e-15,54.1,all,3300007734_assembled_Ga0104986_1721,MCP
3300010885_assembled_Ga0133913_10017077_19,-,MCP_7,-,3e-15,52.5,all,3300010885_assembled_Ga0133913_10017077,MCP
3300010885_assembled_Ga0133913_10013167_20,-,MCP_7,-,3.5e-15,52.3,all,3300010885_assembled_Ga0133913_10013167,MCP
3300005582_assembled_Ga0049080_10000091_18,-,Penton_1,-,1.8e-124,412.8,all,3300005582_assembled_Ga0049080_10000091,Penton
3300006916_assembled_Ga0070750_10000267_3,-,Penton_1,-,9e-123,407.2,all,3300006916_assembled_Ga0070750_10000267,Penton
3300005747_assembled_Ga0076924_1015279_12,-,Penton_1,-,1.1e-122,406.9,all,3300005747_assembled_Ga0076924_1015279,Penton
3300009181_assembled_Ga0114969_10001288_5,-,Penton_1,-,1.9e-122,406.2,all,3300009181_assembled_Ga0114969_10001288,Penton
3300010885_assembled_Ga0133913_10009135_6,-,Penton_1,-,8.1e-122,404.1,all,3300010885_assembled_Ga0133913_10009135,Penton
KJ854379.1_19,-,Penton_1,-,1e-120,400.4,all,KJ854379.1,Penton
3300009180_assembled_Ga0114979_10000767_4,-,Penton_1,-,9.5e-120,397.3,all,3300009180_assembled_Ga0114979_10000767,Penton
3300007540_assembled_Ga0099847_1000087_16,-,Penton_1,-,9.5e-120,397.3,all,3300007540_assembled_Ga0099847_1000087,Penton
3300023174_assembled_Ga0214921_10004023_18,-,Penton_1,-,1.5e-119,396.6,all,3300023174_assembled_Ga0214921_10004023,Penton
3300027708_assembled_Ga0209188_1000973_20,-,Penton_1,-,2.9e-119,395.7,all,3300027708_assembled_Ga0209188_1000973,Penton
3300010885_assembled_Ga0133913_10009934_11,-,Penton_1,-,3.2e-119,395.5,all,3300010885_assembled_Ga0133913_10009934,Penton
3300027793_assembled_Ga0209972_10000880_23,-,Penton_1,-,3e-118,392.4,all,3300027793_assembled_Ga0209972_10000880,Penton
3300010885_assembled_Ga0133913_10010443_10,-,Penton_1,-,2.6e-117,389.3,all,3300010885_assembled_Ga0133913_10010443,Penton
3300027973_assembled_Ga0209298_10000424_8,-,Penton_1,-,2.2e-115,382.9,all,3300027973_assembled_Ga0209298_10000424,Penton
3300027769_assembled_Ga0209770_10000312_17,-,Penton_1,-,1.4e-112,373.7,all,3300027769_assembled_Ga0209770_10000312,Penton
3300010885_assembled_Ga0133913_10013167_19,-,Penton_1,-,5.8e-112,371.7,all,3300010885_assembled_Ga0133913_10013167,Penton
3300009163_assembled_Ga0114970_10000439_26,-,Penton_1,-,2.2e-111,369.8,all,3300009163_assembled_Ga0114970_10000439,Penton
3300025401_assembled_Ga0207955_1000104_10,-,Penton_1,-,9.2e-109,361.1,all,3300025401_assembled_Ga0207955_1000104,Penton
3300009154_assembled_Ga0114963_10000587_16,-,Penton_1,-,8.8e-108,357.9,all,3300009154_assembled_Ga0114963_10000587,Penton
3300002835_assembled_B570J40625_100005612_18,-,Penton_1,-,9.9e-106,351.1,all,3300002835_assembled_B570J40625_100005612,Penton
3300010885_assembled_Ga0133913_10009566_23,-,Penton_1,-,2.7e-105,349.7,all,3300010885_assembled_Ga0133913_10009566,Penton
3300010354_assembled_Ga0129333_10000799_17,-,Penton_1,-,7e-104,345.1,all,3300010354_assembled_Ga0129333_10000799,Penton
OL828819.1_20,-,Penton_1,-,1.4e-103,344.1,all,OL828819.1,Penton
3300002835_assembled_B570J40625_100004419_13,-,Penton_1,-,7.6e-102,338.3,all,3300002835_assembled_B570J40625_100004419,Penton
3300027777_assembled_Ga0209829_10000789_29,-,Penton_1,-,2e-101,337,all,3300027777_assembled_Ga0209829_10000789,Penton
3300010334_assembled_Ga0136644_10000572_30,-,Penton_1,-,3e-99,329.8,all,3300010334_assembled_Ga0136644_10000572,Penton
3300013094_assembled_Ga0164297_10001420_16,-,Penton_1,-,3.1e-99,329.8,all,3300013094_assembled_Ga0164297_10001420,Penton
3300032893_assembled_Ga0335069_10005211_20,-,Penton_1,-,6.7e-98,325.4,all,3300032893_assembled_Ga0335069_10005211,Penton
3300009183_assembled_Ga0114974_10000518_26,-,Penton_1,-,9.5e-98,324.9,all,3300009183_assembled_Ga0114974_10000518,Penton
MG807318.2_11,-,Penton_1,-,3.1e-97,323.2,all,MG807318.2,Penton
3300017971_assembled_Ga0180438_10003911_14,-,Penton_1,-,4.7e-97,322.6,all,3300017971_assembled_Ga0180438_10003911,Penton
JN603370.1_19,-,Penton_1,-,1.9e-96,320.6,all,JN603370.1,Penton
3300017971_assembled_Ga0180438_10003911_15,-,Penton_1,-,2e-95,317.2,all,3300017971_assembled_Ga0180438_10003911,Penton
3300019487_assembled_Ga0187893_10009394_17,-,Penton_1,-,6.5e-95,315.5,all,3300019487_assembled_Ga0187893_10009394,Penton
3300025487_assembled_Ga0208105_1000377_2,-,Penton_1,-,2.6e-92,307,all,3300025487_assembled_Ga0208105_1000377,Penton
3300018022_assembled_Ga0187864_10002390_2,-,Penton_1,-,7.3e-92,305.5,all,3300018022_assembled_Ga0187864_10002390,Penton
3300035696_assembled_Ga0374055_0049619_21,-,Penton_1,-,1.6e-91,304.4,all,3300035696_assembled_Ga0374055_0049619,Penton
3300009182_assembled_Ga0114959_10001102_11,-,Penton_1,-,1.6e-91,304.4,all,3300009182_assembled_Ga0114959_10001102,Penton
3300009548_assembled_Ga0116107_1001113_13,-,Penton_1,-,9.9e-91,301.8,all,3300009548_assembled_Ga0116107_1001113,Penton
3300032770_assembled_Ga0335085_10008907_18,-,Penton_1,-,1.1e-90,301.6,all,3300032770_assembled_Ga0335085_10008907,Penton
3300017963_assembled_Ga0180437_10003822_11,-,Penton_1,-,1.5e-90,301.1,all,3300017963_assembled_Ga0180437_10003822,Penton
3300006114_assembled_Ga0007815_1000154_11,-,Penton_1,-,2.1e-90,300.7,all,3300006114_assembled_Ga0007815_1000154,Penton
3300009500_assembled_Ga0116229_10007006_19,-,Penton_1,-,2.4e-90,300.5,all,3300009500_assembled_Ga0116229_10007006,Penton
3300032665_assembled_Ga0316221_1001987_22,-,Penton_1,-,1.8e-89,297.6,all,3300032665_assembled_Ga0316221_1001987,Penton
3300028413_assembled_Ga0306870_1000093_8,-,Penton_1,-,8.6e-89,295.4,all,3300028413_assembled_Ga0306870_1000093,Penton
3300009183_assembled_Ga0114974_10001000_13,-,Penton_1,-,1.6e-88,294.5,all,3300009183_assembled_Ga0114974_10001000,Penton
3300010885_assembled_Ga0133913_10013256_20,-,Penton_1,-,2.7e-88,293.7,all,3300010885_assembled_Ga0133913_10013256,Penton
3300021168_assembled_Ga0210406_10003258_9,-,Penton_1,-,5.1e-87,289.5,all,3300021168_assembled_Ga0210406_10003258,Penton
3300002092_assembled_JGI24218J26658_1000290_30,-,Penton_1,-,1.4e-86,288.2,all,3300002092_assembled_JGI24218J26658_1000290,Penton
3300010885_assembled_Ga0133913_10008424_2,-,Penton_1,-,2.5e-85,284,all,3300010885_assembled_Ga0133913_10008424,Penton
3300009068_assembled_Ga0114973_10000639_12,-,Penton_1,-,4.9e-84,279.7,all,3300009068_assembled_Ga0114973_10000639,Penton
3300009068_assembled_Ga0114973_10000749_12,-,Penton_1,-,1.6e-83,278,all,3300009068_assembled_Ga0114973_10000749,Penton
3300009151_assembled_Ga0114962_10000818_12,-,Penton_1,-,3.3e-83,277,all,3300009151_assembled_Ga0114962_10000818,Penton
3300010158_assembled_Ga0114960_10000772_22,-,Penton_1,-,3.6e-83,276.9,all,3300010158_assembled_Ga0114960_10000772,Penton
3300009151_assembled_Ga0114962_10000842_14,-,Penton_1,-,5.9e-83,276.2,all,3300009151_assembled_Ga0114962_10000842,Penton
3300010885_assembled_Ga0133913_10007194_16,-,Penton_1,-,7.2e-83,275.9,all,3300010885_assembled_Ga0133913_10007194,Penton
3300029911_assembled_Ga0311361_10011007_1,-,Penton_1,-,4.1e-82,273.4,all,3300029911_assembled_Ga0311361_10011007,Penton
3300021438_assembled_Ga0213920_1000796_15,-,Penton_1,-,5.1e-82,273.1,all,3300021438_assembled_Ga0213920_1000796,Penton
3300024254_assembled_Ga0247661_1000063_9,-,Penton_1,-,6e-81,269.6,all,3300024254_assembled_Ga0247661_1000063,Penton
3300006109_assembled_Ga0007870_1000162_15,-,Penton_1,-,1.8e-80,268,all,3300006109_assembled_Ga0007870_1000162,Penton
3300014492_assembled_Ga0182013_10004328_12,-,Penton_1,-,2.4e-80,267.6,all,3300014492_assembled_Ga0182013_10004328,Penton
3300007541_assembled_Ga0099848_1000221_15,-,Penton_1,-,1.8e-78,261.4,all,3300007541_assembled_Ga0099848_1000221,Penton
3300027763_assembled_Ga0209088_10000481_7,-,Penton_1,-,9.2e-78,259.1,all,3300027763_assembled_Ga0209088_10000481,Penton
3300010413_assembled_Ga0136851_10008908_21,-,Penton_1,-,1.7e-77,258.2,all,3300010413_assembled_Ga0136851_10008908,Penton
3300010885_assembled_Ga0133913_10012256_3,-,Penton_1,-,3.4e-77,257.2,all,3300010885_assembled_Ga0133913_10012256,Penton
3300009684_assembled_Ga0114958_10000782_23,-,Penton_1,-,6.8e-77,256.2,all,3300009684_assembled_Ga0114958_10000782,Penton
3300010885_assembled_Ga0133913_10017077_18,-,Penton_1,-,9.5e-77,255.7,all,3300010885_assembled_Ga0133913_10017077,Penton
